[INFO ] [2022-05-12 13:49:34,649] Register - Step 01: Navigate to 'Register' page
[INFO ] [2022-09-21 16:07:39,245] Personal_Detail - Step 10: Select Nationality with value is American
[INFO ] [2022-09-21 16:07:42,036] Personal_Detail - Step 11:  Select Marital status with value is Married
[INFO ] [2022-09-21 16:07:44,658] Personal_Detail - Step 12: Click on Save required fields button
[INFO ] [2022-09-21 16:07:45,002] Personal_Detail - Step 13: Verify updated Required Personal detail success message displayed
[INFO ] [2022-09-21 16:07:45,394]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:07:45,395] Personal_Detail - Step 14: Select Blood type with value is A+
[INFO ] [2022-09-21 16:07:47,929] Personal_Detail - Step 15: Click on Save custom fields button
[INFO ] [2022-09-21 16:07:48,195] Personal_Detail - Step 16: Verify updated Custom Personal detail success message displayed
[INFO ] [2022-09-21 16:07:48,594]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:07:48,598] Contact_Detail - Step 01: Click on Contact Detail link
[INFO ] [2022-09-21 16:07:54,617] Contact_Detail - Step 02: Input address Street 1 with value is: street1562
[INFO ] [2022-09-21 16:07:54,736] Contact_Detail - Step 03: Input address Street 2 with value is: street2562
[INFO ] [2022-09-21 16:07:54,804] Contact_Detail - Step 04: Input address State/Province with value is: Binh Duong
[INFO ] [2022-09-21 16:07:54,872] Contact_Detail - Step 05: Input address Zip/Postal code with value is: 72000
[INFO ] [2022-09-21 16:07:54,937] Contact_Detail - Step 06: Select country from dropdown list with value is: Viet Nam
[INFO ] [2022-09-21 16:07:59,383] Contact_Detail - Step 07: Input Telephone  Home with number is: 0274382562
[INFO ] [2022-09-21 16:07:59,477] Contact_Detail - Step 08: Input Telephone Mobile with number is: 0917382562
[INFO ] [2022-09-21 16:07:59,547] Contact_Detail - Step 09: Input Telephone Work with number is: 0228382562
[INFO ] [2022-09-21 16:07:59,624] Contact_Detail - Step 10: Click on Save button
[INFO ] [2022-09-21 16:07:59,886] Contact_Detail - Step 11: Verify success saved contact detail info message displayed with text 'Successfully Updated'
[INFO ] [2022-09-21 16:08:00,755]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:08:05,777] Emergency_Detail - Step 01: Open Emergency Detail page
[INFO ] [2022-09-21 16:08:06,488] Emergency_Detail - Step 02: Click on '+ Add' button
[INFO ] [2022-09-21 16:08:06,937] Emergency_Detail - Step 03: Input to Name textbox with name is: emergencyName
[INFO ] [2022-09-21 16:08:07,036] Emergency_Detail - Step 04: Input to Relationship textbox with value is: Em
[INFO ] [2022-09-21 16:08:07,104] Emergency_Detail - Step 05: Input to Home telephone textbox with value is: 02381234567
[INFO ] [2022-09-21 16:08:07,198] Emergency_Detail - Step 06: Input to Mobile phone textbox with value is: 0917382111
[INFO ] [2022-09-21 16:08:07,319] Emergency_Detail - Step 07: Input to Work telephone textbox with value is: 02382345678
[INFO ] [2022-09-21 16:08:07,413] Emergency_Detail - Step 08: Click on Save button
[INFO ] [2022-09-21 16:08:07,669] Emergency_Detail - Step 09: Verify success saved Emergency detail info message displayed with text 'Successfully Saved'
[INFO ] [2022-09-21 16:08:07,952]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:08:07,955] Assigned_Dependents - Step 01: Open Dependents page
[INFO ] [2022-09-21 16:08:08,699] Assigned_Dependents - Step 02: Click on Add dependent button
[INFO ] [2022-09-21 16:08:09,151] Assigned_Dependents - Step 03: Input to Dependent Name textbox with value is: Dependent562
[INFO ] [2022-09-21 16:08:09,241] Assigned_Dependents - Step 04: Select Dependent Relationship in dropdown list with value is: Child
[INFO ] [2022-09-21 16:08:11,813] Assigned_Dependents - Step 05: Input to Dependent DOB with value is 2017-10-09
[INFO ] [2022-09-21 16:08:11,903] Assigned_Dependents - Step 06: Click on Save button
[INFO ] [2022-09-21 16:08:12,190] Assigned_Dependents - Step 07: Verify success added dependent massge displayed with value is 'Successfully Saved'
[INFO ] [2022-09-21 16:08:13,220]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:08:13,223] Edit_View_Job - Step 01: Open Job page
[INFO ] [2022-09-21 16:08:14,682] Edit_View_Job - Step 02: Input to Joined Date textbox with value is: 2021-12-15
[INFO ] [2022-09-21 16:08:17,779] Edit_View_Job - Step 03: Select Job title in dropdown list with value is: QA Lead
[INFO ] [2022-09-21 16:08:21,020] Edit_View_Job - Step 04: Select Job Category in dropdown list with value is: Professionals
[INFO ] [2022-09-21 16:08:23,822] Edit_View_Job - Step 05: Select Job Sub Unit in dropdown list with value is: Quality Assurance
[INFO ] [2022-09-21 16:08:26,658] Edit_View_Job - Step 06: Select Job status in dropdown list with value is: Full-Time Permanent
[INFO ] [2022-09-21 16:08:29,455] Edit_View_Job - Step 07: Select Job location in dropdown list with value is: New York Sales Office
[INFO ] [2022-09-21 16:08:32,148] Edit_View_Job - Step 08: Click on Save button
[INFO ] [2022-09-21 16:08:32,461] Edit_View_Job - Step 09: Verify success added job message displayed with text 'Successfully Saved'
[INFO ] [2022-09-21 16:08:33,278]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:08:33,281] Edit_View_Salary - Step 01: Open Salary page
[INFO ] [2022-09-21 16:08:34,244] Edit_View_Salary - Step 02: Click on Add button
[INFO ] [2022-09-21 16:08:35,114] Edit_View_Salary - Step 03: Input to Salary component textbox with value is: Main Income
[INFO ] [2022-09-21 16:08:35,215] Edit_View_Salary - Step 04: Input to Salary Amount textbox with value is: 50000000
[INFO ] [2022-09-21 16:08:35,294] Edit_View_Salary - Step 05: Select Pay Grade option in dropdown list with value is: Grade 5
[INFO ] [2022-09-21 16:08:38,048] Edit_View_Salary - Step 06: Select Pay Frequency option in dropdown list with value is: Monthly
[INFO ] [2022-09-21 16:08:43,852] Edit_View_Salary - Step 07: Select currency option in dropdown list with value is: United States Dollar
[INFO ] [2022-09-21 16:08:46,535] Edit_View_Salary - Step 08: Click on Save salary button
[INFO ] [2022-09-21 16:08:46,832] Edit_View_Salary - Step 09: Verify success added salary message displayed with text 'Successfully Saved
[INFO ] [2022-09-21 16:10:15,648] Pre-condition - Step 01: Open browser and access URL
[INFO ] [2022-09-21 16:10:29,849] Pre-condition - Step 02: Input admin username with value is: Admin
[INFO ] [2022-09-21 16:10:31,100] Pre-condition - Step 03: Input admin password with value is: admin123
[INFO ] [2022-09-21 16:10:31,210] Pre-condition - Step 04: Click on Login button
[INFO ] [2022-09-21 16:10:33,863] Add New Employee - Step 01: Click on 'Add' button 
[INFO ] [2022-09-21 16:10:35,427] Add New Employee - Step 02: Input firstname with value is: Employee2895
[INFO ] [2022-09-21 16:10:35,722] Add New Employee - Step 03: Input middlename with value is: Mid
[INFO ] [2022-09-21 16:10:35,796] Add New Employee - Step 04: Input lastname with value is: LastName
[INFO ] [2022-09-21 16:10:37,875] Add New Employee - Step 05: Input employee ID with value is: ID2895
[INFO ] [2022-09-21 16:10:37,986] Add New Employee - Step 06: Click on Create Login Detail button
[INFO ] [2022-09-21 16:10:38,269] Add New Employee - Step 07: Input to Username textbox with value is :User2895
[INFO ] [2022-09-21 16:10:38,360] Add New Employee - Step 08: Input to password textbox with value is :Abcde@2895
[INFO ] [2022-09-21 16:10:38,433] Add New Employee - Step 09: Input to Confirm password textbox with value is :Abcde@2895
[INFO ] [2022-09-21 16:10:38,505] Add New Employee - Step 10: Click to Save button
[INFO ] [2022-09-21 16:10:38,800] Add New Employee - Step 11: Verify the success message displayed
[INFO ] [2022-09-21 16:10:39,822]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:10:44,841] Upload_Avatar - Step 01: Click on Avatar icon
[INFO ] [2022-09-21 16:10:45,486] Upload_Avatar - Step 02: Upload avatar image
[INFO ] [2022-09-21 16:10:45,959] Upload_Avatar - Step 03: Verify uploaded avatar success message displayed
[INFO ] [2022-09-21 16:10:46,927]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:10:46,935] Personal_Detail - Step 01: Click on Personal Detail link
[INFO ] [2022-09-21 16:10:49,812] Personal_Detail - Step 02: Input Driver license with value is DV2895
[INFO ] [2022-09-21 16:10:49,923] Personal_Detail - Step 03: Input SSN number with value is SSN2895
[INFO ] [2022-09-21 16:10:50,002] Personal_Detail - Step 04: Input SIN number with value is SIN2895
[INFO ] [2022-09-21 16:10:50,071] Personal_Detail - Step 06: Select Gender is Male
[INFO ] [2022-09-21 16:10:50,347] Personal_Detail - Step 08: Input expire Driver license date with value is 2025-08-20
[INFO ] [2022-09-21 16:10:50,454] Personal_Detail - Step 09: Input DOB with value is 1990-10-20
[INFO ] [2022-09-21 16:10:50,542] Personal_Detail - Step 10: Select Nationality with value is American
[INFO ] [2022-09-21 16:10:53,319] Personal_Detail - Step 11:  Select Marital status with value is Married
[INFO ] [2022-09-21 16:10:55,919] Personal_Detail - Step 12: Click on Save required fields button
[INFO ] [2022-09-21 16:10:56,246] Personal_Detail - Step 13: Verify updated Required Personal detail success message displayed
[INFO ] [2022-09-21 16:10:56,570]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:10:56,570] Personal_Detail - Step 14: Select Blood type with value is A+
[INFO ] [2022-09-21 16:10:59,128] Personal_Detail - Step 15: Click on Save custom fields button
[INFO ] [2022-09-21 16:10:59,425] Personal_Detail - Step 16: Verify updated Custom Personal detail success message displayed
[INFO ] [2022-09-21 16:10:59,733]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:10:59,738] Contact_Detail - Step 01: Click on Contact Detail link
[INFO ] [2022-09-21 16:11:05,638] Contact_Detail - Step 02: Input address Street 1 with value is: street12895
[INFO ] [2022-09-21 16:11:05,757] Contact_Detail - Step 03: Input address Street 2 with value is: street22895
[INFO ] [2022-09-21 16:11:05,824] Contact_Detail - Step 04: Input address State/Province with value is: Binh Duong
[INFO ] [2022-09-21 16:11:05,893] Contact_Detail - Step 05: Input address Zip/Postal code with value is: 72000
[INFO ] [2022-09-21 16:11:05,960] Contact_Detail - Step 06: Select country from dropdown list with value is: Viet Nam
[INFO ] [2022-09-21 16:11:10,358] Contact_Detail - Step 07: Input Telephone  Home with number is: 02743822895
[INFO ] [2022-09-21 16:11:10,447] Contact_Detail - Step 08: Input Telephone Mobile with number is: 09173822895
[INFO ] [2022-09-21 16:11:10,519] Contact_Detail - Step 09: Input Telephone Work with number is: 02283822895
[INFO ] [2022-09-21 16:11:10,583] Contact_Detail - Step 10: Click on Save button
[INFO ] [2022-09-21 16:11:10,840] Contact_Detail - Step 11: Verify success saved contact detail info message displayed with text 'Successfully Updated'
[INFO ] [2022-09-21 16:11:11,981]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:11:16,998] Emergency_Detail - Step 01: Open Emergency Detail page
[INFO ] [2022-09-21 16:11:17,661] Emergency_Detail - Step 02: Click on '+ Add' button
[INFO ] [2022-09-21 16:11:18,146] Emergency_Detail - Step 03: Input to Name textbox with name is: emergencyName
[INFO ] [2022-09-21 16:11:18,248] Emergency_Detail - Step 04: Input to Relationship textbox with value is: Em
[INFO ] [2022-09-21 16:11:18,312] Emergency_Detail - Step 05: Input to Home telephone textbox with value is: 02381234567
[INFO ] [2022-09-21 16:11:18,393] Emergency_Detail - Step 06: Input to Mobile phone textbox with value is: 0917382111
[INFO ] [2022-09-21 16:11:18,472] Emergency_Detail - Step 07: Input to Work telephone textbox with value is: 02382345678
[INFO ] [2022-09-21 16:11:18,554] Emergency_Detail - Step 08: Click on Save button
[INFO ] [2022-09-21 16:11:18,826] Emergency_Detail - Step 09: Verify success saved Emergency detail info message displayed with text 'Successfully Saved'
[INFO ] [2022-09-21 16:11:19,111]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:11:19,114] Assigned_Dependents - Step 01: Open Dependents page
[INFO ] [2022-09-21 16:11:19,766] Assigned_Dependents - Step 02: Click on Add dependent button
[INFO ] [2022-09-21 16:11:20,261] Assigned_Dependents - Step 03: Input to Dependent Name textbox with value is: Dependent2895
[INFO ] [2022-09-21 16:11:20,381] Assigned_Dependents - Step 04: Select Dependent Relationship in dropdown list with value is: Child
[INFO ] [2022-09-21 16:11:22,977] Assigned_Dependents - Step 05: Input to Dependent DOB with value is 2017-10-09
[INFO ] [2022-09-21 16:11:23,060] Assigned_Dependents - Step 06: Click on Save button
[INFO ] [2022-09-21 16:11:23,336] Assigned_Dependents - Step 07: Verify success added dependent massge displayed with value is 'Successfully Saved'
[INFO ] [2022-09-21 16:11:23,655]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:11:23,657] Edit_View_Job - Step 01: Open Job page
[INFO ] [2022-09-21 16:11:24,526] Edit_View_Job - Step 02: Input to Joined Date textbox with value is: 2021-12-15
[INFO ] [2022-09-21 16:11:27,626] Edit_View_Job - Step 03: Select Job title in dropdown list with value is: QA Lead
[INFO ] [2022-09-21 16:11:30,837] Edit_View_Job - Step 04: Select Job Category in dropdown list with value is: Professionals
[INFO ] [2022-09-21 16:11:33,684] Edit_View_Job - Step 05: Select Job Sub Unit in dropdown list with value is: Quality Assurance
[INFO ] [2022-09-21 16:11:36,590] Edit_View_Job - Step 06: Select Job status in dropdown list with value is: Full-Time Permanent
[INFO ] [2022-09-21 16:11:39,434] Edit_View_Job - Step 07: Select Job location in dropdown list with value is: New York Sales Office
[INFO ] [2022-09-21 16:11:42,149] Edit_View_Job - Step 08: Click on Save button
[INFO ] [2022-09-21 16:11:42,461] Edit_View_Job - Step 09: Verify success added job message displayed with text 'Successfully Saved'
[INFO ] [2022-09-21 16:11:43,209]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 16:11:43,213] Edit_View_Salary - Step 01: Open Salary page
[INFO ] [2022-09-21 16:11:44,104] Edit_View_Salary - Step 02: Click on Add button
[INFO ] [2022-09-21 16:11:44,970] Edit_View_Salary - Step 03: Input to Salary component textbox with value is: Main Income
[INFO ] [2022-09-21 16:11:45,068] Edit_View_Salary - Step 04: Input to Salary Amount textbox with value is: 10000
[INFO ] [2022-09-21 16:11:45,129] Edit_View_Salary - Step 05: Select Pay Grade option in dropdown list with value is: Grade 5
[INFO ] [2022-09-21 16:11:47,839] Edit_View_Salary - Step 06: Select Pay Frequency option in dropdown list with value is: Monthly
[INFO ] [2022-09-21 16:11:53,581] Edit_View_Salary - Step 07: Select currency option in dropdown list with value is: United States Dollar
[INFO ] [2022-09-21 16:11:56,230] Edit_View_Salary - Step 08: Click on Save salary button
[INFO ] [2022-09-21 16:11:56,527] Edit_View_Salary - Step 09: Verify success added salary message displayed with text 'Successfully Saved
[INFO ] [2022-09-21 16:11:56,800]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:55:12,694] Pre-condition - Step 01: Open browser and access URL
[INFO ] [2022-09-21 18:55:23,849] Pre-condition - Step 02: Input admin username with value is: Admin
[INFO ] [2022-09-21 18:55:24,651] Pre-condition - Step 03: Input admin password with value is: admin123
[INFO ] [2022-09-21 18:55:24,759] Pre-condition - Step 04: Click on Login button
[INFO ] [2022-09-21 18:55:27,775] Add New Employee - Step 01: Click on 'Add' button 
[INFO ] [2022-09-21 18:55:29,400] Add New Employee - Step 02: Input firstname with value is: Employee1307
[INFO ] [2022-09-21 18:55:29,671] Add New Employee - Step 03: Input middlename with value is: Mid
[INFO ] [2022-09-21 18:55:29,763] Add New Employee - Step 04: Input lastname with value is: LastName
[INFO ] [2022-09-21 18:55:31,867] Add New Employee - Step 05: Input employee ID with value is: ID1307
[INFO ] [2022-09-21 18:55:31,950] Add New Employee - Step 06: Click on Create Login Detail button
[INFO ] [2022-09-21 18:55:32,228] Add New Employee - Step 07: Input to Username textbox with value is :User1307
[INFO ] [2022-09-21 18:55:32,326] Add New Employee - Step 08: Input to password textbox with value is :Abcde@1307
[INFO ] [2022-09-21 18:55:32,458] Add New Employee - Step 09: Input to Confirm password textbox with value is :Abcde@1307
[INFO ] [2022-09-21 18:55:32,524] Add New Employee - Step 10: Click to Save button
[INFO ] [2022-09-21 18:55:32,807] Add New Employee - Step 11: Verify the success message displayed
[INFO ] [2022-09-21 18:55:33,925]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:55:38,953] Upload_Avatar - Step 01: Click on Avatar icon
[INFO ] [2022-09-21 18:55:39,678] Upload_Avatar - Step 02: Upload avatar image
[INFO ] [2022-09-21 18:55:40,168] Upload_Avatar - Step 03: Verify uploaded avatar success message displayed
[INFO ] [2022-09-21 18:55:41,321]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:55:41,330] Personal_Detail - Step 01: Click on Personal Detail link
[INFO ] [2022-09-21 18:55:44,323] Personal_Detail - Step 02: Input Driver license with value is DV1307
[INFO ] [2022-09-21 18:55:44,448] Personal_Detail - Step 03: Input SSN number with value is SSN1307
[INFO ] [2022-09-21 18:55:44,539] Personal_Detail - Step 04: Input SIN number with value is SIN1307
[INFO ] [2022-09-21 18:55:44,636] Personal_Detail - Step 06: Select Gender is Male
[INFO ] [2022-09-21 18:55:44,928] Personal_Detail - Step 08: Input expire Driver license date with value is 2025-08-20
[INFO ] [2022-09-21 18:55:45,009] Personal_Detail - Step 09: Input DOB with value is 1990-10-20
[INFO ] [2022-09-21 18:55:45,090] Personal_Detail - Step 10: Select Nationality with value is American
[INFO ] [2022-09-21 18:55:47,908] Personal_Detail - Step 11:  Select Marital status with value is Married
[INFO ] [2022-09-21 18:55:50,542] Personal_Detail - Step 12: Click on Save required fields button
[INFO ] [2022-09-21 18:55:50,868] Personal_Detail - Step 13: Verify updated Required Personal detail success message displayed
[INFO ] [2022-09-21 18:55:51,234]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:55:51,234] Personal_Detail - Step 14: Select Blood type with value is A+
[INFO ] [2022-09-21 18:55:53,795] Personal_Detail - Step 15: Click on Save custom fields button
[INFO ] [2022-09-21 18:55:54,106] Personal_Detail - Step 16: Verify updated Custom Personal detail success message displayed
[INFO ] [2022-09-21 18:55:54,465]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:55:54,468] Contact_Detail - Step 01: Click on Contact Detail link
[INFO ] [2022-09-21 18:56:00,470] Contact_Detail - Step 02: Input address Street 1 with value is: street11307
[INFO ] [2022-09-21 18:56:00,587] Contact_Detail - Step 03: Input address Street 2 with value is: street21307
[INFO ] [2022-09-21 18:56:00,652] Contact_Detail - Step 04: Input address State/Province with value is: Binh Duong
[INFO ] [2022-09-21 18:56:00,715] Contact_Detail - Step 05: Input address Zip/Postal code with value is: 72000
[INFO ] [2022-09-21 18:56:00,791] Contact_Detail - Step 06: Select country from dropdown list with value is: Viet Nam
[INFO ] [2022-09-21 18:56:05,232] Contact_Detail - Step 07: Input Telephone  Home with number is: 02743821307
[INFO ] [2022-09-21 18:56:05,326] Contact_Detail - Step 08: Input Telephone Mobile with number is: 09173821307
[INFO ] [2022-09-21 18:56:05,391] Contact_Detail - Step 09: Input Telephone Work with number is: 02283821307
[INFO ] [2022-09-21 18:56:05,456] Contact_Detail - Step 10: Click on Save button
[INFO ] [2022-09-21 18:56:05,716] Contact_Detail - Step 11: Verify success saved contact detail info message displayed with text 'Successfully Updated'
[INFO ] [2022-09-21 18:56:06,597]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:56:11,605] Emergency_Detail - Step 01: Open Emergency Detail page
[INFO ] [2022-09-21 18:56:12,745] Emergency_Detail - Step 02: Click on '+ Add' button
[INFO ] [2022-09-21 18:56:13,185] Emergency_Detail - Step 03: Input to Name textbox with name is: emergencyName
[INFO ] [2022-09-21 18:56:13,274] Emergency_Detail - Step 04: Input to Relationship textbox with value is: Em
[INFO ] [2022-09-21 18:56:13,329] Emergency_Detail - Step 05: Input to Home telephone textbox with value is: 02381234567
[INFO ] [2022-09-21 18:56:13,415] Emergency_Detail - Step 06: Input to Mobile phone textbox with value is: 0917382111
[INFO ] [2022-09-21 18:56:13,484] Emergency_Detail - Step 07: Input to Work telephone textbox with value is: 02382345678
[INFO ] [2022-09-21 18:56:13,552] Emergency_Detail - Step 08: Click on Save button
[INFO ] [2022-09-21 18:56:13,825] Emergency_Detail - Step 09: Verify success saved Emergency detail info message displayed with text 'Successfully Saved'
[INFO ] [2022-09-21 18:56:15,408]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:56:15,412] Assigned_Dependents - Step 01: Open Dependents page
[INFO ] [2022-09-21 18:56:16,292] Assigned_Dependents - Step 02: Click on Add dependent button
[INFO ] [2022-09-21 18:56:16,767] Assigned_Dependents - Step 03: Input to Dependent Name textbox with value is: Dependent1307
[INFO ] [2022-09-21 18:56:16,851] Assigned_Dependents - Step 04: Select Dependent Relationship in dropdown list with value is: Child
[INFO ] [2022-09-21 18:56:19,429] Assigned_Dependents - Step 05: Input to Dependent DOB with value is 2017-10-09
[INFO ] [2022-09-21 18:56:19,507] Assigned_Dependents - Step 06: Click on Save button
[INFO ] [2022-09-21 18:56:19,789] Assigned_Dependents - Step 07: Verify success added dependent massge displayed with value is 'Successfully Saved'
[INFO ] [2022-09-21 18:56:20,080]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:56:20,082] Edit_View_Job - Step 01: Open Job page
[INFO ] [2022-09-21 18:56:21,086] Edit_View_Job - Step 02: Input to Joined Date textbox with value is: 2021-12-15
[INFO ] [2022-09-21 18:56:24,186] Edit_View_Job - Step 03: Select Job title in dropdown list with value is: QA Lead
[INFO ] [2022-09-21 18:56:27,491] Edit_View_Job - Step 04: Select Job Category in dropdown list with value is: Professionals
[INFO ] [2022-09-21 18:56:30,356] Edit_View_Job - Step 05: Select Job Sub Unit in dropdown list with value is: Quality Assurance
[INFO ] [2022-09-21 18:56:33,187] Edit_View_Job - Step 06: Select Job status in dropdown list with value is: Full-Time Permanent
[INFO ] [2022-09-21 18:56:35,960] Edit_View_Job - Step 07: Select Job location in dropdown list with value is: New York Sales Office
[INFO ] [2022-09-21 18:56:38,705] Edit_View_Job - Step 08: Click on Save button
[INFO ] [2022-09-21 18:56:39,034] Edit_View_Job - Step 09: Verify success added job message displayed with text 'Successfully Saved'
[INFO ] [2022-09-21 18:56:39,823]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:56:39,826] Edit_View_Salary - Step 01: Open Salary page
[INFO ] [2022-09-21 18:56:40,826] Edit_View_Salary - Step 02: Click on Add button
[INFO ] [2022-09-21 18:56:41,709] Edit_View_Salary - Step 03: Input to Salary component textbox with value is: Main Income
[INFO ] [2022-09-21 18:56:41,811] Edit_View_Salary - Step 04: Input to Salary Amount textbox with value is: 10000
[INFO ] [2022-09-21 18:56:41,906] Edit_View_Salary - Step 05: Select Pay Grade option in dropdown list with value is: Grade 5
[INFO ] [2022-09-21 18:56:44,684] Edit_View_Salary - Step 06: Select Pay Frequency option in dropdown list with value is: Monthly
[INFO ] [2022-09-21 18:56:50,463] Edit_View_Salary - Step 07: Select currency option in dropdown list with value is: United States Dollar
[INFO ] [2022-09-21 18:56:53,096] Edit_View_Salary - Step 08: Click on Save salary button
[INFO ] [2022-09-21 18:56:53,392] Edit_View_Salary - Step 09: Verify success added salary message displayed with text 'Successfully Saved
[INFO ] [2022-09-21 18:56:54,267]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 18:56:54,270] Edit_View_Tax - Step 01: Open Tax page
[INFO ] [2022-09-21 18:56:55,245] Edit_View_Tax - Step 02: Select Status for Ferderal Tax Income with value is: Married
[INFO ] [2022-09-21 19:00:08,960] Pre-condition - Step 01: Open browser and access URL
[INFO ] [2022-09-21 19:00:21,088] Pre-condition - Step 02: Input admin username with value is: Admin
[INFO ] [2022-09-21 19:00:22,057] Pre-condition - Step 03: Input admin password with value is: admin123
[INFO ] [2022-09-21 19:00:22,194] Pre-condition - Step 04: Click on Login button
[INFO ] [2022-09-21 19:00:25,155] Add New Employee - Step 01: Click on 'Add' button 
[INFO ] [2022-09-21 19:00:26,685] Add New Employee - Step 02: Input firstname with value is: Employee4493
[INFO ] [2022-09-21 19:00:26,951] Add New Employee - Step 03: Input middlename with value is: Mid
[INFO ] [2022-09-21 19:00:27,043] Add New Employee - Step 04: Input lastname with value is: LastName
[INFO ] [2022-09-21 19:00:29,129] Add New Employee - Step 05: Input employee ID with value is: ID4493
[INFO ] [2022-09-21 19:00:29,240] Add New Employee - Step 06: Click on Create Login Detail button
[INFO ] [2022-09-21 19:00:29,525] Add New Employee - Step 07: Input to Username textbox with value is :User4493
[INFO ] [2022-09-21 19:00:29,617] Add New Employee - Step 08: Input to password textbox with value is :Abcde@4493
[INFO ] [2022-09-21 19:00:29,685] Add New Employee - Step 09: Input to Confirm password textbox with value is :Abcde@4493
[INFO ] [2022-09-21 19:00:29,758] Add New Employee - Step 10: Click to Save button
[INFO ] [2022-09-21 19:00:30,048] Add New Employee - Step 11: Verify the success message displayed
[INFO ] [2022-09-21 19:00:31,191]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 19:00:36,210] Upload_Avatar - Step 01: Click on Avatar icon
[INFO ] [2022-09-21 19:00:36,901] Upload_Avatar - Step 02: Upload avatar image
[INFO ] [2022-09-21 19:00:37,375] Upload_Avatar - Step 03: Verify uploaded avatar success message displayed
[INFO ] [2022-09-21 19:00:38,762]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 19:00:38,771] Personal_Detail - Step 01: Click on Personal Detail link
[INFO ] [2022-09-21 19:00:41,752] Personal_Detail - Step 02: Input Driver license with value is DV4493
[INFO ] [2022-09-21 19:00:41,863] Personal_Detail - Step 03: Input SSN number with value is SSN4493
[INFO ] [2022-09-21 19:00:41,940] Personal_Detail - Step 04: Input SIN number with value is SIN4493
[INFO ] [2022-09-21 19:00:42,016] Personal_Detail - Step 06: Select Gender is Male
[INFO ] [2022-09-21 19:00:42,283] Personal_Detail - Step 08: Input expire Driver license date with value is 2025-08-20
[INFO ] [2022-09-21 19:00:42,358] Personal_Detail - Step 09: Input DOB with value is 1990-10-20
[INFO ] [2022-09-21 19:00:42,442] Personal_Detail - Step 10: Select Nationality with value is American
[INFO ] [2022-09-21 19:00:45,232] Personal_Detail - Step 11:  Select Marital status with value is Married
[INFO ] [2022-09-21 19:00:47,848] Personal_Detail - Step 12: Click on Save required fields button
[INFO ] [2022-09-21 19:00:48,179] Personal_Detail - Step 13: Verify updated Required Personal detail success message displayed
[INFO ] [2022-09-21 19:00:48,567]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 19:00:48,567] Personal_Detail - Step 14: Select Blood type with value is A+
[INFO ] [2022-09-21 19:00:51,126] Personal_Detail - Step 15: Click on Save custom fields button
[INFO ] [2022-09-21 19:00:51,438] Personal_Detail - Step 16: Verify updated Custom Personal detail success message displayed
[INFO ] [2022-09-21 19:00:51,785]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-09-21 19:00:51,787] Contact_Detail - Step 01: Click on Contact Detail link
[INFO ] [2022-09-21 19:00:57,798] Contact_Detail - Step 02: Input address Street 1 with value is: street14493
[INFO ] [2022-09-21 19:00:57,917] Contact_Detail - Step 03: Input address Street 2 with value is: street24493
[INFO ] [2022-09-21 19:00:57,990] Contact_Detail - Step 04: Input address State/Province with value is: Binh Duong
[INFO ] [2022-09-21 19:00:58,058] Contact_Detail - Step 05: Input address Zip/Postal code with value is: 72000
[INFO ] [2022-09-21 19:00:58,125] Contact_Detail - Step 06: Select country from dropdown list with value is: Viet Nam
[INFO ] [2022-09-21 19:01:02,621] Contact_Detail - Step 07: Input Telephone  Home with number is: 02743824493
[INFO ] [2022-09-21 19:01:02,705] Contact_Detail - Step 08: Input Telephone Mobile with number is: 09173824493
[INFO ] [2022-09-21 19:01:02,770] Contact_Detail - Step 09: Input Telephone Work with number is: 02283824493
